Name,Status,Class,Gender,Race,Ability,Eyes,Strength,Intelligence,Attractiveness,Tech Skill,Cool,Credits,Credit Yield,Opened Vault,Rarity
Character #278,First Citizen,Cyberstreet Trader,Female,Human,None,Angry,21,13,71,79,33,585,Mid,True,1410
Character #279,First Citizen,Tech Runner,Female,Mutant,None,Paranoid,78,14,25,26,79,581,Mid,True,1087
Character #280,First Citizen,Bartender,Male,Human,None,Paranoid,30,94,96,78,15,299,Low,True,1381
Character #281,First Citizen,Samurai,Male,Human,None,Angry,37,81,60,46,16,580,Mid,True,950
Character #282,First Citizen,Cook,Male,Android,None,Alien,48,33,11,59,59,293,Low,True,1354
Character #283,First Citizen,Mercenary,Female,Ghost,Dead Eye,Alien,73,91,80,93,99,581,Mid,True,85
Character #284,First Citizen,Builder,Female,Android,None,Paranoid,46,78,17,31,73,295,Low,True,1639
Character #285,First Citizen,Samurai,Female,Human,None,Cyborg,83,35,13,96,39,582,Mid,True,508
Character #286,First Citizen,Club Promoter,Male,Human,None,Bloodshot,27,46,58,24,21,444,Low,True,1743
Character #287,First Citizen,Chef,Male,Human,None,Paranoid,17,67,37,80,99,437,Low,True,755
Character #288,First Citizen,Punk,Female,Android,None,Robot,51,60,62,17,99,440,Low,True,522
Character #289,First Citizen,Cook,Female,Mutant,None,Focused,11,64,23,56,24,297,Low,True,1875
Character #290,First Citizen,Developer,Female,Human,None,Bloodshot,42,93,60,15,37,435,Low,True,1357
Character #291,First Citizen,Day One Bitcoin Investor,Male,Phantom,Dead Eye,Scar,92,97,97,99,95,1457,High,True,1
Character #292,First Citizen,Mercenary,Male,Human,None,Angry,38,67,94,27,26,582,Mid,True,905
Character #293,First Citizen,Developer,Female,Human,None,Scar,24,61,55,19,22,436,Low,True,1733
Character #294,First Citizen,Driver,Female,Human,None,Grumpy,35,21,76,73,87,298,Low,True,1565
Character #295,First Citizen,Cook,Female,Mutant,None,Robot,23,51,76,69,85,294,Low,True,710
Character #296,First Citizen,Punk,Male,Ghost,Dead Eye,Tired,86,88,73,95,80,436,Low,True,114
Character #297,First Citizen,Driver,Female,Ape,Shield,Paranoid,96,66,79,95,10,290,Low,True,209
Character #298,First Citizen,Grunt,Male,Human,None,Paranoid,77,44,90,84,90,297,Low,False,925
Character #299,First Citizen,Bartender,Male,Human,None,Skeptical,37,44,44,86,90,298,Low,True,1451
Character #300,First Citizen,Samurai,Male,Human,None,Alien,47,93,67,66,72,582,Mid,True,449
Character #301,First Citizen,Corporate,Female,Android,None,Skeptical,82,15,55,76,60,443,Low,True,674
Character #302,First Citizen,Punk,Female,Human,None,Skeptical,14,33,96,53,20,442,Low,True,1374
Character #303,First Citizen,Architect,Female,Aeon,Revive,Scar,98,94,90,83,96,870,Mid,True,15
Character #304,First Citizen,Worker,Male,Human,None,Scar,81,45,24,53,69,291,Low,True,1574
Character #305,First Citizen,Driver,Female,Android,None,Robot,73,90,87,28,87,293,Low,True,590
Character #306,First Citizen,Samurai,Female,Human,None,Grumpy,13,82,48,31,15,589,Mid,True,1284
Character #307,First Citizen,Bartender,Male,Human,None,Angry,82,58,70,12,81,293,Low,True,1418
Character #308,First Citizen,Tech Runner,Female,Human,None,Robot,60,17,41,44,92,581,Mid,False,738
Character #309,First Citizen,Club Owner,Female,Human,None,Focused,52,27,27,43,35,583,Mid,False,1365
Character #310,First Citizen,Architect,Male,Android,None,Robot,72,64,54,91,81,870,Mid,True,178
Character #311,First Citizen,Worker,Male,Human,None,Skeptical,88,98,97,42,48,297,Low,True,923
Character #312,First Citizen,Assassin,Male,Human,None,Suspicious,60,55,58,61,60,878,Mid,True,306
Character #313,First Citizen,Corporate,Male,Human,None,Angry,28,81,98,15,40,436,Low,True,886
Character #314,First Citizen,Officer,Male,Human,None,Tired,59,53,97,38,34,441,Low,True,1205
Character #315,First Citizen,Assistant,Male,Human,None,Sad,42,22,66,87,38,297,Low,True,1737
Character #316,First Citizen,Worker,Male,Human,None,Alien,75,59,38,68,42,297,Low,True,1039
Character #317,First Citizen,Builder,Male,Human,None,Suspicious,78,97,59,33,81,292,Low,True,1164
Character #318,First Citizen,Chat Support,Female,Mutant,None,Grumpy,81,33,81,25,75,297,Low,True,1265
Character #319,First Citizen,Corporate,Female,Ape,Dense,Robot,72,98,98,61,71,437,Low,True,129
Character #320,First Citizen,Worker,Female,Albino,None,Grumpy,54,24,81,98,24,298,Low,True,811
Character #321,First Citizen,Samurai,Female,Human,None,Bloodshot,93,67,76,32,29,585,Mid,True,735
Character #322,First Citizen,Assistant,Female,Mutant,None,Scar,28,63,91,54,11,292,Low,True,1522
Character #323,First Citizen,Corporate,Male,Human,None,Angry,39,93,71,40,24,435,Low,True,866
Character #324,First Citizen,Cook,Male,Albino,None,Suspicious,55,43,93,80,86,293,Low,True,580
Character #325,First Citizen,Nerd,Female,Human,None,Robot,37,36,99,22,63,442,Low,True,537
Character #326,First Citizen,Grunt,Female,Human,None,Bloodshot,55,17,96,44,70,296,Low,True,1614
Character #327,First Citizen,Assassin,Male,Human,None,Focused,98,66,56,51,61,879,Mid,True,274
Character #328,First Citizen,Wraith,Male,Ape,Revive,Suspicious,80,75,72,99,73,1459,High,True,13
Character #329,First Citizen,Samurai,Male,Ghost,Locksmith,Alien,36,42,13,85,47,584,Mid,True,104
Character #330,First Citizen,Builder,Female,Human,None,Grumpy,75,99,35,12,89,299,Low,True,1386
Character #331,First Citizen,Assistant,Female,Human,None,Suspicious,84,98,11,49,84,291,Low,True,1305
Character #332,First Citizen,Cyberstreet Trader,Female,Albino,None,Skeptical,63,28,86,18,91,580,Mid,True,541
Character #333,First Citizen,Club Promoter,Female,Human,None,Grumpy,25,60,17,77,10,440,Low,True,1637
Character #334,First Citizen,Builder,Male,Human,None,Sad,20,15,97,68,28,297,Low,True,1873
Character #335,First Citizen,Cyberstreet Trader,Male,Human,None,Cyborg,38,16,16,53,38,581,Mid,True,1107
Character #336,First Citizen,Club Promoter,Male,Human,None,Suspicious,81,36,38,80,94,435,Low,True,804
Character #337,First Citizen,Punk,Female,Human,None,Angry,24,71,81,97,83,436,Low,True,623
Character #338,First Citizen,Chat Support,Female,Ape,Dense,Alien,63,23,99,81,78,293,Low,True,186
Character #339,First Citizen,Driver,Female,Human,None,Suspicious,19,89,54,54,92,294,Low,True,1519
Character #340,First Citizen,Grunt,Male,Human,None,Suspicious,35,47,38,54,29,296,Low,True,1942
Character #341,First Citizen,Club Owner,Male,Android,None,Focused,12,10,12,93,84,586,Mid,True,1002
Character #342,First Citizen,Bartender,Female,Human,None,Angry,54,68,15,58,81,295,Low,True,1597
Character #343,First Citizen,Cook,Male,Ghost,Revive,Paranoid,72,97,46,51,66,290,Low,True,75
Character #344,First Citizen,Assistant,Male,Human,None,Robot,36,82,16,87,76,298,Low,True,941
Character #345,First Citizen,Punk,Female,Human,None,Bloodshot,75,90,22,25,78,444,Low,False,945
Character #346,First Citizen,Officer,Female,Mutant,None,Focused,64,61,26,55,32,444,Low,True,1235
Character #347,First Citizen,Chat Support,Female,Android,None,Suspicious,95,57,63,27,20,293,Low,True,1626
Character #348,First Citizen,Chat Support,Female,Human,None,Angry,46,59,69,39,59,299,Low,True,1684
Character #349,First Citizen,Chat Support,Male,Human,None,Angry,11,67,32,59,79,296,Low,True,1811
Character #350,First Citizen,Punk,Female,Human,None,Scar,98,98,91,11,26,437,Low,True,756
Character #351,First Citizen,Cook,Male,Human,None,Skeptical,63,13,80,53,50,296,Low,True,1682
Character #352,First Citizen,Tech Runner,Female,Android,None,Scar,64,30,55,95,99,582,Mid,True,605
Character #353,First Citizen,Assistant,Female,Mutant,None,Alien,34,17,35,65,20,296,Low,True,1547
Character #354,First Citizen,Driver,Male,Human,None,Suspicious,67,38,35,62,40,293,Low,True,1856
Character #355,First Citizen,Driver,Male,Mutant,None,Cyborg,64,25,56,69,86,291,Low,True,705
Character #356,First Citizen,Builder,Male,Human,None,Grumpy,56,15,71,94,61,290,Low,False,1472
Character #357,First Citizen,Celebrity,Male,Mutant,None,Grumpy,95,90,98,99,91,1459,High,True,138
Character #358,First Citizen,Chef,Female,Human,None,Skeptical,59,95,46,40,53,441,Low,True,768
Character #359,First Citizen,Grunt,Female,Human,None,Cyborg,97,15,31,80,12,292,Low,True,1206
Character #360,First Citizen,Punk,Female,Human,None,Suspicious,47,11,81,87,61,440,Low,True,962
Character #361,First Citizen,Assistant,Female,Ape,Athele,Sad,27,67,38,34,22,296,Low,True,256
Character #362,First Citizen,Driver,Male,Android,None,Angry,50,40,34,68,37,293,Low,True,1747
Character #363,First Citizen,Samurai,Female,Android,None,Angry,81,53,99,55,21,589,Mid,True,558
Character #364,First Citizen,Driver,Female,Human,None,Suspicious,95,84,77,68,16,293,Low,True,1292
Character #365,First Citizen,Assistant,Female,Human,None,Focused,65,41,62,66,64,292,Low,True,1481
Character #366,First Citizen,Builder,Female,Human,None,Tired,67,72,75,91,94,294,Low,True,838
Character #367,First Citizen,Bartender,Female,Human,None,Focused,33,55,52,84,22,297,Low,True,1797
Character #368,First Citizen,Chat Support,Male,Human,None,Suspicious,64,79,18,38,83,299,Low,True,1673
Character #369,First Citizen,Slayer,Male,Mutant,None,Glowing,80,89,85,96,95,1456,High,True,33
Character #370,First Citizen,Samurai,Male,Human,None,Grumpy,92,65,81,51,24,583,Mid,True,636
Character #371,First Citizen,Nerd,Male,Android,None,Tired,73,59,12,36,89,436,Low,False,644
Character #372,First Citizen,Chat Support,Male,Human,None,Focused,85,50,48,97,22,294,Low,True,1535
Character #373,First Citizen,Grunt,Female,Human,None,Sad,51,29,60,91,89,291,Low,True,1353
Character #374,First Citizen,Chat Support,Male,Human,None,Tired,66,84,82,50,11,298,Low,True,1567
Character #375,First Citizen,Club Promoter,Male,Human,None,Demon Eyes,20,62,33,94,41,442,Low,True,352
Character #376,First Citizen,Assistant,Female,Ghost,Athele,Sad,30,63,64,71,15,295,Low,True,116
Character #377,First Citizen,Chat Support,Male,Human,None,Robot,13,47,46,96,62,299,Low,True,1212
Character #378,First Citizen,Grunt,Female,Android,None,Paranoid,91,35,59,47,71,298,Low,True,1246
Character #379,First Citizen,Chat Support,Female,Human,None,Skeptical,93,39,28,33,75,298,Low,True,1728
Character #380,First Citizen,Driver,Female,Ape,Athele,Focused,70,30,88,77,46,292,Low,True,187
Character #381,First Citizen,Scavenger,Male,Human,None,Demon Eyes,64,65,27,51,24,436,Low,True,321
Character #382,First Citizen,Driver,Male,Human,None,Angry,21,33,59,17,81,296,Low,True,1931
Character #383,First Citizen,Club Promoter,Female,Human,None,Glowing,52,64,51,11,83,439,Low,True,401
Character #384,First Citizen,Worker,Male,Human,None,Grumpy,11,29,23,27,23,299,Low,True,2012
Character #385,First Citizen,Chat Support,Female,Human,Locksmith,Scar,86,68,80,42,25,299,Low,True,349
Character #386,First Citizen,Builder,Male,Ape,Dense,Paranoid,85,11,82,14,35,296,Low,True,304
Character #387,First Citizen,Club Promoter,Female,Mutant,None,Paranoid,16,49,14,67,66,438,Low,True,1208
Character #388,First Citizen,Builder,Male,Human,None,Focused,86,43,20,82,39,296,Low,True,1655
Character #389,First Citizen,Club Owner,Female,Albino,None,Angry,29,91,32,75,47,584,Mid,True,481
Character #390,First Citizen,Cyberstreet Trader,Male,Human,None,Robot,16,11,52,86,32,589,Mid,True,1026
Character #391,First Citizen,Assistant,Female,Human,None,Angry,17,52,60,15,96,296,Low,False,1790
Character #392,First Citizen,Worker,Female,Human,None,Skeptical,95,15,86,97,53,290,Low,True,1069
Character #393,First Citizen,Cook,Female,Human,None,Focused,15,97,48,66,34,296,Low,True,1691
Character #394,First Citizen,Samurai,Male,Mutant,None,Grumpy,73,56,36,30,76,586,Mid,True,631
Character #395,First Citizen,Worker,Male,Human,None,Bloodshot,40,85,66,95,79,297,Low,False,1006
Character #396,First Citizen,Assistant,Male,Human,None,Focused,77,78,97,17,58,294,Low,True,1271
Character #397,First Citizen,Builder,Male,Mutant,None,Focused,61,26,51,19,99,294,Low,True,1484
Character #398,First Citizen,Chat Support,Female,Mutant,None,Sad,51,10,39,90,64,293,Low,True,1581
Character #399,First Citizen,Architect,Male,Human,None,Grumpy,71,69,59,97,86,874,Mid,False,216
Character #400,First Citizen,Tech Weapon Dealer,Female,Human,None,Grumpy,70,62,61,53,81,879,Mid,True,412
Character #401,First Citizen,Cook,Male,Human,None,Skeptical,63,76,64,21,33,291,Low,True,1692
Character #402,First Citizen,Punk,Female,Human,None,Sad,19,73,58,94,97,440,Low,True,711
Character #403,First Citizen,Chat Support,Male,Human,None,Suspicious,10,94,13,13,80,299,Low,True,1951
Character #404,First Citizen,Driver,Male,Ghost,Locksmith,Angry,23,79,11,45,69,291,Low,True,137
Character #405,First Citizen,Cyberstreet Trader,Male,Human,None,Scar,75,47,99,99,98,581,Mid,True,500
Character #406,First Citizen,Chat Support,Female,Human,None,Paranoid,80,23,39,83,91,293,Low,True,1442
Character #407,First Citizen,Chat Support,Female,Human,None,Sad,49,88,55,72,36,290,Low,True,1563
Character #408,First Citizen,Cyber Ninja,Female,Human,None,Suspicious,76,90,87,61,92,871,Mid,True,366
Character #409,First Citizen,Samurai,Male,Human,None,Tired,14,35,14,62,40,583,Mid,True,1441
Character #410,First Citizen,Tech Runner,Female,Android,None,Focused,88,54,97,45,56,585,Mid,True,620
Character #411,First Citizen,Tech Runner,Male,Mutant,None,Skeptical,76,21,85,51,28,580,Mid,True,871
Character #412,First Citizen,Builder,Male,Android,None,Skeptical,43,30,80,66,48,296,Low,True,1491
Character #413,First Citizen,Chat Support,Female,Android,None,Skeptical,59,83,48,91,28,295,Low,True,1280
Character #414,First Citizen,Cook,Male,Android,None,Focused,40,76,27,20,38,293,Low,True,1836
Character #415,First Citizen,Tech Runner,Female,Human,None,Focused,60,83,43,34,82,587,Mid,True,894
Character #416,First Citizen,Cook,Female,Mutant,None,Alien,28,75,56,48,58,298,Low,False,927
Character #417,First Citizen,Officer,Female,Android,None,Skeptical,62,35,26,59,70,438,Low,True,1222
Character #418,First Citizen,Officer,Male,Human,None,Sad,97,35,60,56,20,435,Low,True,1338
Character #419,First Citizen,Officer,Female,Human,None,Suspicious,31,31,45,45,81,439,Low,True,1590
Character #420,First Citizen,Scavenger,Female,Human,None,Focused,29,64,28,74,29,442,Low,True,1034
Character #421,First Citizen,Chef,Male,Human,None,Bloodshot,82,23,46,10,43,439,Low,True,1320
Character #422,First Citizen,Chat Support,Female,Human,None,Grumpy,66,29,93,79,24,299,Low,True,1586
Character #423,First Citizen,Officer,Female,Human,None,Paranoid,71,80,25,89,63,436,Low,True,955
Character #424,First Citizen,NFT Artist,Male,Human,None,Grumpy,50,60,50,93,99,876,Mid,True,340
Character #425,First Citizen,Assistant,Male,Human,None,Sad,78,30,94,12,53,292,Low,True,1669
Character #426,First Citizen,Club Owner,Male,Android,None,Sad,41,35,57,37,22,589,Mid,True,1112
Character #427,First Citizen,Grunt,Male,Mutant,None,Suspicious,67,23,24,71,81,294,Low,True,1429
Character #428,First Citizen,Chat Support,Female,Human,None,Focused,36,12,64,28,52,298,Low,True,1975
Character #429,First Citizen,Chat Support,Female,Mutant,None,Sad,25,22,87,59,96,299,Low,True,1346
Character #430,First Citizen,Celebrity,Female,Demon,Revive,Scar,84,81,92,84,91,1456,High,True,24
Character #431,First Citizen,Chef,Male,Human,None,Grumpy,78,30,70,96,21,436,Low,True,761
Character #432,First Citizen,Club Owner,Female,Android,None,Cyborg,97,12,37,72,61,589,Mid,True,458
Character #433,First Citizen,Chef,Female,Android,None,Focused,68,86,63,45,63,443,Low,True,571
Character #434,First Citizen,Developer,Male,Mutant,None,Paranoid,68,39,54,41,54,444,Low,True,994
Character #435,First Citizen,Samurai,Female,Albino,None,Suspicious,67,98,71,15,30,582,Mid,True,479
Character #436,First Citizen,Builder,Male,Human,None,Paranoid,20,30,44,11,20,292,Low,True,2013
Character #437,First Citizen,NFT Artist,Female,Aeon,Shield,Suspicious,96,87,95,93,89,876,Mid,True,30
Character #438,First Citizen,Developer,Female,Human,None,Focused,14,94,41,96,71,441,Low,True,903
Character #439,First Citizen,Developer,Male,Human,None,Suspicious,98,86,64,63,30,443,Low,True,785
Character #440,First Citizen,Developer,Female,Human,None,Focused,72,67,45,76,23,442,Low,True,1078
Character #441,First Citizen,Driver,Male,Mutant,None,Angry,78,61,28,67,17,297,Low,True,1541
Character #442,First Citizen,Assistant,Male,Human,None,Cyborg,32,47,34,42,17,293,Low,True,1611
Character #443,First Citizen,Grunt,Female,Albino,None,Cyborg,92,46,83,21,90,298,Low,True,454
Character #444,First Citizen,Driver,Male,Mutant,None,Skeptical,58,83,47,18,10,290,Low,False,1761
Character #445,First Citizen,Chat Support,Male,Human,None,Tired,51,87,14,57,93,296,Low,True,1517
Character #446,First Citizen,Chat Support,Male,Human,None,Cyborg,19,71,74,95,64,295,Low,True,773
Character #447,First Citizen,Cyber Ninja,Male,Human,None,Scar,85,81,60,66,93,875,Mid,True,378
Character #448,First Citizen,Club Promoter,Female,Human,None,Grumpy,24,41,80,56,50,435,Low,True,1213
Character #449,First Citizen,Officer,Male,Human,None,Grumpy,28,86,81,57,88,444,Low,True,869
Character #450,First Citizen,Worker,Female,Mutant,None,Skeptical,22,18,52,67,18,296,Low,True,1853
Character #451,First Citizen,Worker,Male,Android,None,Skeptical,62,61,65,25,34,295,Low,True,1546
Character #452,First Citizen,Worker,Female,Human,None,Tired,49,17,76,76,36,291,Low,True,1668
Character #453,First Citizen,Bartender,Female,Mutant,None,Sad,87,96,76,86,63,293,Low,True,654
Character #454,First Citizen,Celebrity,Male,Aeon,Weapon Check,Scar,94,98,98,96,95,1453,High,True,26
Character #455,First Citizen,Club Promoter,Male,Human,None,Skeptical,49,17,27,91,56,436,Low,True,1304
Character #456,First Citizen,Assistant,Male,Ape,Dense,Suspicious,90,57,13,23,73,292,Low,True,287
Character #457,First Citizen,NFT Artist,Male,Demon,Shield,Angry,90,98,94,93,93,879,Mid,True,52
Character #458,First Citizen,Developer,Male,Human,None,Paranoid,53,15,38,79,66,437,Low,True,1295
Character #459,First Citizen,Exectuive,Female,Android,None,Bloodshot,62,95,96,65,51,870,Mid,True,269
Character #460,First Citizen,Chef,Female,Human,None,Paranoid,81,76,56,61,35,442,Low,True,729
Character #461,First Citizen,Builder,Male,Android,None,Grumpy,39,14,20,99,61,294,Low,True,1683
Character #462,First Citizen,Chat Support,Female,Human,None,Paranoid,90,73,69,71,72,293,Low,True,1045
Character #463,First Citizen,Bartender,Female,Human,None,Suspicious,45,16,85,85,41,298,Low,True,1666
Character #464,First Citizen,Assistant,Female,Human,None,Angry,25,52,97,14,33,299,Low,True,1864
Character #465,First Citizen,Club Promoter,Male,Albino,None,Robot,84,56,18,17,73,440,Low,True,477
Character #466,First Citizen,Architect,Male,Human,None,Paranoid,74,87,88,77,81,871,Mid,True,198
Character #467,First Citizen,Club Owner,Male,Human,None,Angry,50,70,76,96,23,585,Mid,True,638
